employee_id,full_name,gender,age_at_hire,branch,department,job_level,monthly_salary_bdt,hire_source,hire_date,termination_date,exit_reason,is_active,performance_rating,attendance_rate_pct,leave_balance_days,manager_id,tenure_days,tenure_months
EMP0164,Christopher Mcdonald,Male,20,Chattogram,Finance & Accounts,Mid,33715,Online application,2025-03-28,,,True,3,94.4,10.9,EMP0143,450,14.8
EMP0165,Lisa Johnson,Female,19,Sylhet,Sales & Retail Ops,Mid,33674,Agency,2026-03-04,,,True,3,90.9,11.0,EMP0150,109,3.6
EMP0166,Kristy Johnson,Female,26,Sylhet,Quality Control,Entry,18343,Walk-in,2025-05-07,,,True,4,89.2,17.2,EMP0022,410,13.5
EMP0167,Brandy Murray,Female,32,Dhaka - Gulshan,Warehouse & Logistics,Senior,55350,Agency,2025-05-18,,,True,2,94.3,17.8,EMP0135,399,13.1
EMP0168,James Lewis,Male,32,Dhaka - Mirpur,HR & Admin,Mid,30107,Campus hiring,2023-12-19,,,True,3,97.9,12.5,EMP0125,915,30.1
EMP0169,Philip Gray,Male,31,Dhaka - Mirpur,Marketing,Entry,17750,Online application,2025-10-13,,,True,4,100.0,14.1,EMP0135,251,8.2
EMP0170,Ronnie King,Male,29,Dhaka - Mirpur,Warehouse & Logistics,Mid,34680,Walk-in,2024-04-04,,,True,3,94.6,4.9,EMP0160,808,26.5
EMP0171,Alec Ryan,Male,29,Khulna,Sales & Retail Ops,Entry,16390,Walk-in,2025-05-26,,,True,3,99.8,9.7,EMP0073,391,12.8
EMP0172,Mr. Matthew Harrington DDS,Male,34,Khulna,IT & Systems,Entry,25126,Employee referral,2026-05-12,,,True,1,100.0,15.2,EMP0050,40,1.3
EMP0173,Travis Gonzalez,Male,24,Dhaka - Gulshan,Marketing,Manager,120375,Online application,2023-11-04,,,True,2,94.3,8.1,EMP0042,960,31.5
EMP0174,Christian Martinez,Male,19,Khulna,IT & Systems,Entry,18983,Agency,2025-04-10,,,True,2,100.0,11.3,EMP0027,437,14.4
EMP0175,Justin Robinson,Male,33,Khulna,Merchandising,Entry,21468,Online application,2023-03-30,,,True,3,77.1,12.9,EMP0112,1179,38.7
EMP0176,Pamela Jackson,Female,27,Dhaka - Mirpur,Quality Control,Senior,51323,Online application,2026-04-01,,,True,4,89.9,15.6,EMP0096,81,2.7
EMP0177,Paul Wilson,Male,41,Dhaka - Gulshan,Marketing,Entry,24436,Agency,2026-04-02,,,True,2,88.9,3.9,EMP0038,80,2.6
EMP0178,Traci Rodriguez,Female,19,Dhaka - Mirpur,Sales & Retail Ops,Senior,49069,Employee referral,2023-02-14,,,True,1,87.8,13.2,EMP0002,1223,40.2
EMP0179,Eric Byrd,Male,19,Rajshahi,Sales & Retail Ops,Entry,18050,Employee referral,2026-04-13,,,True,2,95.7,13.0,EMP0074,69,2.3
EMP0180,Jennifer Espinoza,Female,19,Dhaka - Gulshan,Sales & Retail Ops,Entry,24623,Walk-in,2025-03-17,,,True,2,86.6,12.7,EMP0128,461,15.1
EMP0181,Michael Burton,Male,23,Sylhet,Sales & Retail Ops,Mid,36233,Online application,2023-02-24,,,True,3,94.6,10.2,EMP0062,1213,39.8
EMP0182,Raymond Jefferson,Male,26,Sylhet,Sales & Retail Ops,Mid,33486,Campus hiring,2024-03-10,,,True,3,86.3,11.5,EMP0130,833,27.4
EMP0183,Barbara Riggs,Female,26,Chattogram,Warehouse & Logistics,Mid,40899,Walk-in,2026-05-30,,,True,2,90.1,12.4,EMP0018,22,0.7
EMP0184,Hannah Patterson,Female,19,Dhaka - Gulshan,Finance & Accounts,Mid,41602,Online application,2025-08-08,2025-11-02,Resignation - personal reasons,False,3,89.9,1.6,EMP0165,86,2.8
EMP0185,Katie Peterson,Female,29,Dhaka - Mirpur,Finance & Accounts,Mid,32402,Employee referral,2025-03-29,2026-01-29,Contract end,False,3,85.5,6.3,EMP0118,306,10.1
EMP0186,Samantha Garcia,Female,19,Dhaka - Mirpur,Sales & Retail Ops,Senior,60297,Online application,2023-12-29,,,True,3,82.0,22.7,EMP0140,905,29.7
EMP0187,Mr. Ronald Zimmerman,Male,28,Chattogram,Sales & Retail Ops,Mid,33312,Walk-in,2026-01-11,,,True,2,88.8,7.2,EMP0070,161,5.3
EMP0188,Morgan Sheppard,Female,26,Dhaka - Mirpur,Warehouse & Logistics,Senior,52222,Online application,2026-02-18,,,True,4,84.0,7.1,EMP0128,123,4.0
EMP0189,Robert Medina,Male,29,Khulna,Warehouse & Logistics,Senior,59602,Online application,2022-10-12,,,True,4,87.9,10.4,EMP0047,1348,44.3
EMP0190,Jessica Simon,Female,25,Chattogram,Warehouse & Logistics,Entry,25175,Employee referral,2023-12-15,,,True,3,96.3,10.2,EMP0177,919,30.2
EMP0191,Sarah Rivas,Female,24,Chattogram,Warehouse & Logistics,Mid,35903,Online application,2025-03-07,,,True,3,92.9,14.8,EMP0015,471,15.5
EMP0192,Sierra Sanchez,Female,33,Dhaka - Mirpur,HR & Admin,Entry,16317,Campus hiring,2025-05-30,2026-05-15,Resignation - personal reasons,False,3,100.0,0.0,EMP0113,350,11.5
EMP0193,Leonard Gray,Male,28,Dhaka - Mirpur,Sales & Retail Ops,Senior,43312,Online application,2024-04-13,,,True,3,98.6,11.7,EMP0174,799,26.2
EMP0194,Samuel White,Male,20,Chattogram,Warehouse & Logistics,Entry,17704,Online application,2023-02-12,2024-08-19,Resignation - better opportunity,False,2,87.4,6.4,EMP0030,554,18.2
EMP0195,Rebecca Peterson,Female,26,Dhaka - Mirpur,Sales & Retail Ops,Mid,26556,Employee referral,2023-01-01,,,True,3,100.0,6.7,EMP0055,1267,41.6
EMP0196,Michael Hill,Male,22,Head Office,Sales & Retail Ops,Senior,45998,Agency,2023-01-11,,,True,3,96.9,2.4,EMP0183,1257,41.3
EMP0197,Tiffany Miller,Female,31,Chattogram,Sales & Retail Ops,Mid,38647,Online application,2024-01-05,2024-02-03,Resignation - personal reasons,False,2,100.0,4.9,EMP0077,29,1.0
EMP0198,Katherine Chang,Female,26,Rajshahi,Finance & Accounts,Senior,56749,Online application,2025-10-20,2025-12-10,Resignation - better opportunity,False,2,90.9,8.4,EMP0036,51,1.7
EMP0199,Matthew Henry,Male,23,Dhaka - Gulshan,Warehouse & Logistics,Entry,21084,Campus hiring,2024-08-16,2026-01-15,Relocation,False,3,95.9,1.6,EMP0017,517,17.0
EMP0200,Brandon Walker,Male,33,Dhaka - Gulshan,Marketing,Mid,35077,Agency,2025-09-20,,,True,1,89.6,11.5,EMP0082,274,9.0
EMP0201,Eric Perkins,Male,33,Sylhet,Warehouse & Logistics,Mid,31126,Employee referral,2026-01-29,,,True,2,92.3,5.1,EMP0047,143,4.7
EMP0202,Kiara Coleman,Female,19,Khulna,Sales & Retail Ops,Mid,34707,Online application,2025-12-05,,,True,1,95.6,8.0,EMP0042,198,6.5
EMP0203,Erin Warner,Female,29,Dhaka - Gulshan,Finance & Accounts,Entry,23027,Agency,2026-02-18,,,True,3,90.1,8.6,EMP0163,123,4.0
EMP0204,David Martinez,Male,25,Head Office,Sales & Retail Ops,Mid,37645,Employee referral,2022-11-07,,,True,2,92.3,12.5,EMP0149,1322,43.4
EMP0205,Bryan Herrera,Male,19,Dhaka - Mirpur,HR & Admin,Mid,38218,Online application,2025-12-18,,,True,2,100.0,6.3,EMP0008,185,6.1
EMP0206,Cody Robinson,Male,20,Dhaka - Mirpur,Marketing,Senior,53425,Online application,2023-07-03,,,True,4,92.5,14.5,EMP0008,1084,35.6
EMP0207,Misty Bray,Female,24,Chattogram,HR & Admin,Entry,17607,Employee referral,2024-09-07,,,True,2,100.0,0.1,EMP0077,652,21.4
EMP0208,Douglas Garcia,Male,21,Chattogram,HR & Admin,Entry,22342,Online application,2024-08-12,2025-05-14,Contract end,False,3,100.0,6.0,EMP0082,275,9.0
EMP0209,Darren White,Male,36,Khulna,Quality Control,Manager,127597,Online application,2024-03-25,,,True,4,95.2,3.7,EMP0120,818,26.9
EMP0210,Joseph Hill,Male,29,Dhaka - Mirpur,Warehouse & Logistics,Entry,25208,Agency,2026-04-19,,,True,2,98.3,3.1,EMP0041,63,2.1
EMP0211,Mr. Michael Martinez,Male,25,Khulna,Marketing,Mid,39375,Campus hiring,2023-03-28,,,True,3,92.0,7.2,EMP0079,1181,38.8
EMP0212,John Salas,Male,33,Chattogram,Sales & Retail Ops,Entry,17389,Employee referral,2023-08-26,2023-10-31,Resignation - better opportunity,False,3,98.6,7.4,EMP0153,66,2.2
EMP0213,John Alexander,Male,40,Rajshahi,HR & Admin,Mid,32731,Online application,2025-12-24,,,True,3,96.1,17.1,EMP0187,179,5.9
EMP0214,Anthony Everett,Male,32,Dhaka - Gulshan,Warehouse & Logistics,Entry,22047,Online application,2024-12-26,,,True,3,84.7,5.6,EMP0099,542,17.8
EMP0215,Samantha Morales,Female,32,Chattogram,Finance & Accounts,Entry,16089,Walk-in,2025-05-31,,,True,3,90.0,8.2,EMP0101,386,12.7
EMP0216,Mark Brown,Male,28,Dhaka - Gulshan,Marketing,Mid,39616,Employee referral,2023-02-25,,,True,3,100.0,16.1,EMP0011,1212,39.8
EMP0217,Justin Torres,Male,30,Dhaka - Mirpur,Sales & Retail Ops,Entry,16552,Employee referral,2024-08-01,,,True,3,98.4,12.5,EMP0084,689,22.6
EMP0218,Bryan Duran DDS,Male,38,Head Office,Sales & Retail Ops,Entry,24442,Employee referral,2025-12-18,,,True,3,100.0,14.7,EMP0131,185,6.1
EMP0219,Courtney Mills,Female,38,Chattogram,Finance & Accounts,Entry,16021,Employee referral,2024-03-22,,,True,2,100.0,10.8,EMP0150,821,27.0
EMP0220,Jessica Dalton,Female,30,Dhaka - Gulshan,Quality Control,Senior,55258,Walk-in,2025-02-11,,,True,4,91.2,18.7,EMP0199,495,16.3
EMP0221,Eric Oliver DDS,Male,21,Sylhet,Sales & Retail Ops,Entry,17266,Employee referral,2024-11-04,,,True,2,96.7,14.5,EMP0098,594,19.5
EMP0222,Theresa Clark,Female,19,Dhaka - Mirpur,HR & Admin,Entry,16306,Walk-in,2022-12-14,,,True,4,90.1,22.4,EMP0039,1285,42.2
EMP0223,Matthew Moore,Male,30,Chattogram,Sales & Retail Ops,Mid,37163,Agency,2024-08-22,,,True,2,91.5,3.3,EMP0181,668,21.9
EMP0224,Angela Smith,Female,26,Dhaka - Mirpur,Sales & Retail Ops,Entry,23005,Online application,2024-11-06,2026-05-18,Relocation,False,3,95.3,8.1,EMP0088,558,18.3
EMP0225,Linda Carter,Female,28,Chattogram,HR & Admin,Senior,45453,Walk-in,2025-11-01,,,True,4,100.0,8.2,EMP0064,232,7.6
EMP0226,Michelle Warner,Female,35,Dhaka - Gulshan,Sales & Retail Ops,Manager,90015,Employee referral,2025-09-22,,,True,4,96.6,14.5,EMP0126,272,8.9
EMP0227,Melissa Bradshaw,Female,31,Dhaka - Gulshan,Warehouse & Logistics,Manager,97426,Walk-in,2023-10-21,,,True,3,96.2,5.0,EMP0098,974,32.0
EMP0228,Lori Guerrero,Female,31,Rajshahi,Warehouse & Logistics,Entry,18958,Walk-in,2023-03-02,,,True,2,100.0,3.8,EMP0021,1207,39.7
EMP0229,Jeffery Stephens,Male,28,Dhaka - Gulshan,Warehouse & Logistics,Entry,25131,Online application,2023-06-17,,,True,1,88.8,9.4,EMP0179,1100,36.1
EMP0230,Terry Serrano,Male,29,Dhaka - Gulshan,Sales & Retail Ops,Mid,30648,Agency,2022-07-22,2022-11-14,Resignation - better opportunity,False,2,97.6,0.0,EMP0026,115,3.8
EMP0231,Carol Parker,Female,28,Chattogram,Finance & Accounts,Entry,24321,Online application,2022-02-11,,,True,2,87.8,3.5,EMP0105,1591,52.3
EMP0232,Laura Roberts,Female,19,Sylhet,Quality Control,Mid,41522,Walk-in,2025-09-03,,,True,4,90.2,11.4,EMP0016,291,9.6
EMP0233,Michael Lyons,Male,22,Rajshahi,Sales & Retail Ops,Mid,38588,Agency,2025-07-24,,,True,2,92.1,14.0,EMP0045,332,10.9
EMP0234,Jonathan Snyder,Male,19,Chattogram,IT & Systems,Manager,78831,Employee referral,2025-12-10,,,True,3,91.4,14.9,EMP0192,193,6.3
EMP0235,Andrew Reynolds,Male,30,Head Office,Marketing,Senior,57635,Walk-in,2025-01-03,,,True,3,88.5,4.8,EMP0073,534,17.5
EMP0236,Danielle Davis,Female,25,Chattogram,HR & Admin,Mid,35499,Online application,2023-02-05,,,True,4,95.3,11.7,EMP0208,1232,40.5
EMP0237,Dr. Kenneth Sampson,Male,27,Dhaka - Mirpur,Sales & Retail Ops,Mid,28203,Employee referral,2023-05-19,,,True,4,89.9,10.2,EMP0146,1129,37.1
EMP0238,Miss Debra Williams PhD,Female,27,Sylhet,Sales & Retail Ops,Mid,36573,Online application,2024-05-17,2026-04-23,Resignation - better opportunity,False,2,92.2,0.0,EMP0025,706,23.2
EMP0239,Matthew Moon,Male,28,Dhaka - Mirpur,Sales & Retail Ops,Entry,22980,Walk-in,2023-09-29,,,True,2,87.7,16.5,EMP0085,996,32.7
EMP0240,Lauren Walters,Female,27,Dhaka - Gulshan,Finance & Accounts,Entry,18289,Walk-in,2025-06-16,2026-04-16,Resignation - better opportunity,False,3,92.2,8.3,EMP0104,304,10.0
EMP0241,Anna Bailey,Female,29,Khulna,Marketing,Senior,45249,Employee referral,2025-06-13,,,True,1,88.6,12.0,EMP0095,373,12.3
EMP0242,Michael Hodge,Male,28,Sylhet,Sales & Retail Ops,Entry,25556,Employee referral,2025-08-24,2025-10-13,Resignation - personal reasons,False,2,99.4,3.3,EMP0121,50,1.6
EMP0243,Melissa Roberts,Female,26,Khulna,IT & Systems,Senior,57552,Employee referral,2025-05-31,,,True,4,98.8,11.2,EMP0135,386,12.7
EMP0244,Robert Pierce,Male,28,Chattogram,Finance & Accounts,Entry,16986,Online application,2022-08-21,,,True,3,86.5,12.7,EMP0147,1400,46.0
EMP0245,Ernest Morris,Male,29,Chattogram,Sales & Retail Ops,Senior,56287,Employee referral,2025-05-31,,,True,3,81.9,13.8,EMP0231,386,12.7
EMP0246,Mr. Jose Travis,Male,26,Chattogram,IT & Systems,Mid,30033,Walk-in,2024-08-01,,,True,3,94.9,11.7,EMP0207,689,22.6
EMP0247,Joshua Gutierrez,Male,30,Dhaka - Gulshan,Sales & Retail Ops,Entry,19230,Walk-in,2023-07-16,2024-10-20,Performance-related,False,3,82.9,0.3,EMP0139,462,15.2
EMP0248,Heidi Avila,Female,30,Head Office,Marketing,Entry,19553,Online application,2022-05-26,,,True,3,100.0,9.0,EMP0197,1487,48.9
EMP0249,Peter Harris,Male,32,Sylhet,Finance & Accounts,Manager,69367,Online application,2026-02-14,,,True,2,99.7,4.2,EMP0097,127,4.2
EMP0250,Timothy Kim,Male,35,Dhaka - Gulshan,HR & Admin,Mid,38281,Online application,2025-04-26,2025-07-05,Resignation - personal reasons,False,2,87.1,0.0,EMP0136,70,2.3
EMP0251,Barbara Dudley,Female,27,Dhaka - Mirpur,Marketing,Senior,64443,Online application,2026-05-27,,,True,3,95.7,5.8,EMP0109,25,0.8
EMP0252,David Moore,Male,19,Chattogram,IT & Systems,Entry,25153,Agency,2023-10-25,,,True,2,93.4,14.5,EMP0029,970,31.9
EMP0253,Kristen Davis,Female,19,Dhaka - Mirpur,HR & Admin,Mid,36693,Walk-in,2026-02-12,,,True,3,78.5,7.9,EMP0153,129,4.2
EMP0254,Thomas Murray Jr.,Male,27,Dhaka - Mirpur,Merchandising,Mid,36737,Online application,2025-08-15,,,True,4,91.4,15.0,EMP0056,310,10.2
EMP0255,Kathleen Moran,Female,31,Khulna,Finance & Accounts,Entry,20431,Agency,2023-08-14,,,True,3,93.6,9.7,EMP0148,1042,34.2
EMP0256,Donald Davenport,Male,22,Sylhet,HR & Admin,Entry,16140,Employee referral,2023-02-23,2023-05-21,Resignation - better opportunity,False,2,82.8,3.6,EMP0016,87,2.9
EMP0257,David Arnold MD,Male,27,Chattogram,Merchandising,Mid,29610,Online application,2025-05-29,,,True,3,88.0,10.7,EMP0177,388,12.7
EMP0258,Jordan Suarez,Male,23,Head Office,HR & Admin,Senior,54289,Walk-in,2024-06-02,,,True,1,92.2,9.4,EMP0243,749,24.6
EMP0259,Donald Tyler,Male,28,Dhaka - Gulshan,Sales & Retail Ops,Senior,57710,Walk-in,2024-08-10,,,True,3,89.5,6.4,EMP0214,680,22.3
EMP0260,Timothy Romero,Male,22,Chattogram,Sales & Retail Ops,Entry,24105,Agency,2025-04-17,,,True,3,90.2,14.6,EMP0048,430,14.1
EMP0261,Douglas Evans,Male,29,Chattogram,IT & Systems,Entry,25900,Walk-in,2025-02-21,,,True,3,100.0,11.5,EMP0112,485,15.9
EMP0262,Yvonne Burns,Female,29,Chattogram,Quality Control,Entry,19097,Agency,2022-03-29,,,True,2,99.9,8.8,EMP0061,1545,50.8
EMP0263,Kimberly Reed,Female,20,Khulna,Finance & Accounts,Senior,48295,Online application,2025-06-30,,,True,2,88.7,13.6,EMP0165,356,11.7
EMP0264,Joshua Gibson,Male,32,Khulna,Warehouse & Logistics,Mid,33227,Online application,2023-10-01,,,True,3,89.6,11.7,EMP0051,994,32.7
EMP0265,Colin Terry,Male,20,Khulna,Finance & Accounts,Mid,35654,Online application,2023-06-19,2023-09-29,Contract end,False,3,96.8,5.7,EMP0075,102,3.4
EMP0266,Cynthia Rowe,Female,27,Dhaka - Mirpur,Merchandising,Mid,34853,Walk-in,2023-11-26,,,True,3,98.8,18.8,EMP0126,938,30.8
EMP0267,Patrick Thornton,Male,31,Chattogram,HR & Admin,Mid,34841,Campus hiring,2025-11-23,,,True,2,97.0,3.8,EMP0252,210,6.9
EMP0268,James Alvarado,Male,36,Chattogram,Finance & Accounts,Entry,25769,Walk-in,2024-12-05,,,True,2,96.4,16.5,EMP0031,563,18.5
EMP0269,Veronica Simpson,Female,22,Chattogram,IT & Systems,Entry,25382,Walk-in,2022-07-16,2023-02-16,Performance-related,False,3,99.8,10.9,EMP0035,215,7.1
EMP0270,Jonathan Lawrence,Male,23,Khulna,Sales & Retail Ops,Mid,31472,Employee referral,2025-03-11,,,True,2,93.2,6.9,EMP0248,467,15.3
EMP0271,Shane Alexander,Male,24,Sylhet,Sales & Retail Ops,Mid,29713,Employee referral,2022-04-04,,,True,3,84.9,13.3,EMP0147,1539,50.6
EMP0272,Joyce Bowen,Female,29,Dhaka - Mirpur,IT & Systems,Mid,27735,Walk-in,2026-03-08,,,True,4,86.0,5.1,EMP0077,105,3.4
EMP0273,Matthew Moore,Male,30,Dhaka - Gulshan,Merchandising,Entry,21291,Walk-in,2025-10-21,,,True,4,91.4,16.9,EMP0236,243,8.0
EMP0274,Tracy Morgan,Female,30,Sylhet,Marketing,Entry,16661,Employee referral,2025-12-24,,,True,3,96.2,6.3,EMP0017,179,5.9
EMP0275,Matthew Christian,Male,25,Dhaka - Mirpur,Warehouse & Logistics,Mid,35208,Walk-in,2022-03-04,,,True,2,100.0,8.8,EMP0223,1570,51.6
EMP0276,Shannon James,Female,34,Sylhet,Warehouse & Logistics,Manager,71083,Agency,2026-02-18,2026-04-01,Relocation,False,2,89.8,0.0,EMP0244,42,1.4
EMP0277,Nathan Malone,Male,31,Dhaka - Gulshan,Marketing,Mid,35732,Employee referral,2024-11-30,,,True,3,97.6,5.4,EMP0162,568,18.7
EMP0278,Amanda Jones,Female,31,Dhaka - Mirpur,Sales & Retail Ops,Entry,20037,Agency,2025-11-22,2026-05-24,Resignation - personal reasons,False,2,94.8,8.0,EMP0200,183,6.0
EMP0279,Tammie Bright,Female,21,Sylhet,Merchandising,Entry,25715,Employee referral,2025-10-16,,,True,2,88.8,9.0,EMP0178,248,8.1
EMP0280,Jeffrey Garcia,Male,22,Dhaka - Mirpur,Warehouse & Logistics,Senior,60880,Campus hiring,2025-09-19,,,True,1,100.0,5.5,EMP0168,275,9.0
EMP0281,Shane Wallace,Male,29,Dhaka - Mirpur,Sales & Retail Ops,Manager,105174,Campus hiring,2024-03-02,,,True,2,100.0,17.6,EMP0195,841,27.6
EMP0282,Stephanie Williams,Female,27,Dhaka - Mirpur,Merchandising,Senior,66819,Walk-in,2022-10-11,,,True,3,98.5,8.8,EMP0079,1349,44.3
EMP0283,Edward Brooks,Male,30,Khulna,Sales & Retail Ops,Entry,23629,Online application,2023-12-18,2024-07-21,Resignation - better opportunity,False,3,90.0,3.1,EMP0096,216,7.1
EMP0284,Joseph Knight,Male,24,Chattogram,Merchandising,Mid,32721,Online application,2022-10-29,,,True,2,93.5,12.2,EMP0167,1331,43.7
EMP0285,Carolyn Miller,Female,23,Rajshahi,Sales & Retail Ops,Entry,21656,Online application,2025-07-26,,,True,5,98.5,3.6,EMP0125,330,10.8
EMP0286,Manuel Allen,Male,28,Sylhet,Sales & Retail Ops,Entry,25325,Online application,2023-12-06,2024-01-29,Resignation - personal reasons,False,3,96.1,8.0,EMP0216,54,1.8
EMP0287,Briana Murray,Female,27,Dhaka - Gulshan,IT & Systems,Entry,18964,Online application,2025-07-21,,,True,3,92.6,11.9,EMP0235,335,11.0
EMP0288,David Smith,Male,30,Dhaka - Mirpur,Sales & Retail Ops,Manager,79916,Employee referral,2025-03-14,2025-07-19,Resignation - better opportunity,False,2,83.1,9.0,EMP0070,127,4.2
EMP0289,Steven Byrd,Male,25,Dhaka - Gulshan,Merchandising,Mid,39828,Online application,2023-05-02,,,True,4,93.9,8.7,EMP0252,1146,37.6
EMP0290,Jeremy Reed,Male,20,Head Office,IT & Systems,Entry,24648,Online application,2025-10-10,,,True,2,88.4,7.8,EMP0103,254,8.3
EMP0291,Mark Coleman,Male,27,Sylhet,Merchandising,Mid,34591,Online application,2026-04-27,,,True,2,83.8,13.6,EMP0225,55,1.8
EMP0292,Sarah Gonzalez,Female,32,Khulna,IT & Systems,Entry,25011,Employee referral,2025-10-21,2026-05-26,Resignation - better opportunity,False,3,98.3,6.7,EMP0130,217,7.1
EMP0293,John Young,Male,24,Sylhet,Finance & Accounts,Senior,42767,Online application,2026-06-10,,,True,2,100.0,8.7,EMP0260,11,0.4
EMP0294,Kenneth Haney,Male,29,Head Office,Quality Control,Entry,25956,Employee referral,2026-05-15,,,True,3,89.6,8.4,EMP0044,37,1.2
EMP0295,William Barrett,Male,23,Dhaka - Mirpur,Sales & Retail Ops,Mid,32548,Online application,2025-03-04,,,True,3,84.1,10.7,EMP0205,474,15.6
EMP0296,Keith Jennings,Male,29,Head Office,Warehouse & Logistics,Senior,64740,Walk-in,2022-11-19,,,True,4,92.3,8.3,EMP0286,1310,43.0
EMP0297,Anthony Obrien,Male,19,Sylhet,Merchandising,Entry,20592,Employee referral,2025-09-24,,,True,4,85.8,9.8,EMP0177,270,8.9
EMP0298,Sue Mitchell,Female,26,Head Office,Warehouse & Logistics,Entry,20719,Agency,2022-10-20,,,True,4,84.8,3.5,EMP0179,1340,44.0
EMP0299,Lawrence Gomez,Male,29,Dhaka - Gulshan,Warehouse & Logistics,Entry,19493,Online application,2024-08-28,,,True,3,95.8,10.7,EMP0164,662,21.7
EMP0300,Marc Byrd,Male,19,Dhaka - Mirpur,Sales & Retail Ops,Mid,41489,Walk-in,2024-02-11,,,True,2,92.5,13.7,EMP0125,861,28.3
EMP0301,Matthew Massey,Male,19,Chattogram,Merchandising,Entry,24906,Employee referral,2024-08-08,,,True,3,83.9,8.9,EMP0096,682,22.4
EMP0302,Steven Lucas,Male,27,Sylhet,Warehouse & Logistics,Entry,24080,Employee referral,2023-06-09,2023-12-12,Performance-related,False,2,95.8,1.3,EMP0106,186,6.1
EMP0303,Jeremiah Riley,Male,24,Dhaka - Gulshan,Finance & Accounts,Senior,51223,Online application,2025-10-27,,,True,3,84.9,6.1,EMP0101,237,7.8
EMP0304,Brandon Phillips,Male,23,Chattogram,Sales & Retail Ops,Senior,51866,Employee referral,2025-04-07,,,True,4,100.0,1.2,EMP0301,440,14.5
EMP0305,Christopher Anderson,Male,22,Dhaka - Mirpur,Warehouse & Logistics,Mid,36229,Employee referral,2025-05-22,,,True,3,96.6,15.2,EMP0303,395,13.0
EMP0306,Wesley Schmidt,Male,22,Dhaka - Mirpur,Sales & Retail Ops,Entry,19009,Employee referral,2023-05-13,,,True,2,98.8,9.8,EMP0215,1135,37.3
EMP0307,Ronald Scott,Male,26,Sylhet,Merchandising,Entry,18196,Agency,2024-11-22,,,True,2,92.8,5.9,EMP0089,576,18.9
EMP0308,John Drake,Male,31,Chattogram,Warehouse & Logistics,Entry,22303,Walk-in,2024-07-23,,,True,3,87.9,11.4,EMP0005,698,22.9
EMP0309,George Wilson,Male,22,Chattogram,Sales & Retail Ops,Entry,25127,Online application,2025-04-26,,,True,3,98.2,1.5,EMP0228,421,13.8
EMP0310,Mrs. Tracy Dalton,Female,24,Chattogram,Sales & Retail Ops,Entry,23128,Walk-in,2023-11-21,,,True,2,94.3,12.0,EMP0087,943,31.0
EMP0311,William Coffey,Male,20,Khulna,Merchandising,Senior,42685,Online application,2024-10-16,,,True,4,90.9,12.2,EMP0279,613,20.1
EMP0312,Jacob Gibbs,Male,31,Rajshahi,Warehouse & Logistics,Senior,53182,Online application,2025-07-19,,,True,2,100.0,9.4,EMP0053,337,11.1
EMP0313,Kimberly Gibson,Female,19,Khulna,HR & Admin,Entry,23527,Walk-in,2022-05-28,,,True,3,92.1,8.5,EMP0045,1485,48.8
EMP0314,Michael Richards,Male,29,Chattogram,Marketing,Senior,67237,Employee referral,2025-11-10,,,True,2,89.8,12.3,EMP0313,223,7.3
EMP0315,Todd Rodriguez,Male,24,Sylhet,Sales & Retail Ops,Entry,20082,Walk-in,2023-06-26,2024-06-13,Resignation - better opportunity,False,2,100.0,2.0,EMP0276,353,11.6
EMP0316,Alexander Henson,Male,30,Dhaka - Mirpur,Marketing,Entry,24706,Online application,2026-04-27,,,True,1,97.5,11.5,EMP0049,55,1.8
EMP0317,Thomas Walker,Male,23,Dhaka - Mirpur,Finance & Accounts,Entry,25496,Employee referral,2023-10-27,,,True,3,91.5,9.9,EMP0068,968,31.8
EMP0318,Samantha Blankenship,Female,29,Dhaka - Gulshan,Finance & Accounts,Senior,64656,Online application,2025-05-26,,,True,3,87.9,7.5,EMP0138,391,12.8
EMP0319,Jennifer Taylor,Female,28,Sylhet,Warehouse & Logistics,Entry,24033,Online application,2025-09-19,,,True,2,97.3,15.8,EMP0189,275,9.0
EMP0320,Elizabeth Vasquez,Female,21,Chattogram,Warehouse & Logistics,Mid,35114,Walk-in,2025-12-24,,,True,4,100.0,20.5,EMP0184,179,5.9
EMP0321,Stacy Taylor,Female,28,Rajshahi,IT & Systems,Entry,18649,Online application,2025-11-27,,,True,3,97.6,14.5,EMP0146,206,6.8
EMP0322,Michael Paul,Male,24,Dhaka - Gulshan,Merchandising,Mid,29983,Employee referral,2024-02-12,2025-01-09,Resignation - better opportunity,False,2,88.1,0.0,EMP0236,332,10.9
EMP0323,Jason Newton,Male,19,Dhaka - Mirpur,Marketing,Entry,17013,Online application,2026-06-11,,,True,4,100.0,7.0,EMP0068,10,0.3
EMP0324,Jennifer Garcia,Female,19,Rajshahi,Sales & Retail Ops,Senior,56537,Online application,2022-11-07,2024-01-12,Performance-related,False,4,89.7,14.2,EMP0085,431,14.2
EMP0325,Jennifer Lynn,Female,31,Dhaka - Mirpur,HR & Admin,Mid,30431,Walk-in,2024-06-21,2025-02-13,Resignation - better opportunity,False,2,92.9,1.3,EMP0040,237,7.8
EMP0326,Jacob Ramos,Male,31,Dhaka - Mirpur,Sales & Retail Ops,Mid,40226,Employee referral,2025-06-19,,,True,2,88.1,10.0,EMP0217,367,12.1
EMP0327,Scott Garcia,Male,33,Khulna,Warehouse & Logistics,Entry,16663,Walk-in,2025-11-04,2026-05-12,Resignation - better opportunity,False,2,98.7,6.7,EMP0196,189,6.2
